winner,pokemon1_p1,pokemon2_p1,pokemon3_p1,pokemon4_p1,pokemon5_p1,pokemon6_p1,pokemon1_p2,pokemon2_p2,pokemon3_p2,pokemon4_p2,pokemon5_p2,pokemon6_p2
1,Urshifu,Tornadus,Ogerpon,Iron Hands,Landorus,Grimmsnarl,Ursaluna,Cresselia,Iron Hands,Chi,Ogerpon,Dragapult
1,Gothitelle,Ogerpon,Flutter Mane,Chi,Sinistcha,Iron Hands,Salamence,Amoonguss,Iron Hands,Ninetales,Urshifu,Heatran
2,Urshifu,Amoonguss,Tornadus,Shiftry,Flutter Mane,Chien,Gothitelle,Ogerpon,Flutter Mane,Iron Hands,Chi,Sinistcha
2,Sinistcha,Dudunsparce,Politoed,Charjabug,Vikavolt,Gastrodon,Gothitelle,Ogerpon,Flutter Mane,Iron Hands,Chi,Sinistcha
1,Gothitelle,Ogerpon,Flutter Mane,Iron Hands,Chi,Sinistcha,Weezing,Clefairy,Annihilape,Sinistcha,Arcanine,Dragonite
2,Dragonite,Landorus,Thundurus,Cresselia,Basculegion,Fezandipiti,Ursaluna,Cresselia,Dipplin,Iron Hands,Urshifu,Ogerpon
2,Gliscor,Sinistcha,Ursaluna,Dusclops,Kommo,Golem,Ursaluna,Cresselia,Dipplin,Iron Hands,Urshifu,Ogerpon
1,Roaring Moon,Milotic,Landorus,Flutter Mane,Iron Hands,Ogerpon,Empoleon,Ceruledge,Fezandipiti,Ursaluna,Sinistcha,Ninetales
1,Sinistcha,Flutter Mane,Ogerpon,Urshifu,Chien,Dipplin,Sinistcha,Koffing,Slaking,Dipplin,Ursaluna,Cresselia
2,Dondozo,Tatsugiri,Ninetales,Glimmora,Iron Hands,Ogerpon,Farigiraf,Clefairy,Ursaluna,Torkoal,Kommo,Sinistcha
1,Farigiraf,Clefairy,Ursaluna,Torkoal,Kommo,Sinistcha,Golem,Rabsca,Ursaluna,Empoleon,Wyrdeer,Brute Bonnet
2,Empoleon,Sinistcha,Arcanine,Chien,Dragapult,Flutter Mane,Farigiraf,Clefairy,Ursaluna,Torkoal,Kommo,Sinistcha
1,Farigiraf,Clefairy,Ursaluna,Ogerpon,Rillaboom,Torkoal,Espathra,Sandy Shocks,Flutter Mane,Ursaluna,Cresselia,Chi
2,Tatsugiri,Dondozo,Amoonguss,Flutter Mane,Tornadus,Iron Hands,Farigiraf,Clefairy,Ursaluna,Ogerpon,Rillaboom,Torkoal
2,Flutter Mane,Chi,Roaring Moon,Jumpluff,Wo,Torkoal,Tyranitar,Farigiraf,Clefairy,Ursaluna,Ogerpon,Rillaboom
2,Ogerpon,Rillaboom,Arcanine,Iron Hands,Tornadus,Flutter Mane,Tyranitar,Farigiraf,Clefairy,Ursaluna,Ogerpon,Rillaboom
1,Tyranitar,Farigiraf,Clefairy,Ursaluna,Ogerpon,Rotom,Chien,Dragonite,Farigiraf,Rillaboom,Heatran,Urshifu
1,Tyranitar,Farigiraf,Clefairy,Ursaluna,Ogerpon,Rotom,Roaring Moon,Landorus,Flutter Mane,Milotic,Scizor,Tornadus
1,Tyranitar,Farigiraf,Clefairy,Ursaluna,Ogerpon,Rotom,Heatran,Landorus,Rillaboom,Urshifu,Iron Hands,Flutter Mane
2,Ninetales,Landorus,Iron Hands,Baxcalibur,Ogerpon,Sinistcha,Tyranitar,Farigiraf,Clefairy,Ursaluna,Ogerpon,Rotom
2,Armarouge,Indeedee,Torkoal,Iron Hands,Azelf,Flutter Mane,Tyranitar,Farigiraf,Clefairy,Ursaluna,Ogerpon,Rotom
1,Tyranitar,Ogerpon,Farigiraf,Lycanroc,Flutter Mane,Empoleon,Gothitelle,Gholdengo,Urshifu,Moltres,Goodra,Ogerpon
2,Okidogi,Tornadus,Flutter Mane,Ogerpon,Landorus,Heatran,Tyranitar,Kommo,Rillaboom,Ogerpon,Farigiraf,Enamorus
2,Chien,Dragonite,Arcanine,Empoleon,Sinistcha,Grimmsnarl,Weezing,Roaring Moon,Ninetales,Amoonguss,Urshifu,Baxcalibur
1,Weezing,Roaring Moon,Ninetales,Amoonguss,Urshifu,Baxcalibur,Gothitelle,Flutter Mane,Iron Hands,Dondozo,Tatsugiri,Chi
2,Ogerpon,Torkoal,Farigiraf,Weezing,Sinistcha,Iron Hands,Weezing,Roaring Moon,Ninetales,Amoonguss,Urshifu,Baxcalibur
2,Ogerpon,Flutter Mane,Tornadus,Iron Hands,Landorus,Amoonguss,Weezing,Roaring Moon,Ninetales,Ogerpon,Amoonguss,Urshifu
1,Weezing,Roaring Moon,Ninetales,Ogerpon,Amoonguss,Urshifu,Urshifu,Iron Hands,Chien,Rillaboom,Arcanine,Tornadus
2,Chandelure,Ursaluna,Oranguru,Enamorus,Torkoal,Farigiraf,Weezing,Roaring Moon,Ninetales,Ogerpon,Urshifu,Amoonguss
2,Kommo,Ogerpon,Rillaboom,Clefairy,Gholdengo,Arcanine,Weezing,Roaring Moon,Ninetales,Ogerpon,Urshifu,Amoonguss
1,Weezing,Roaring Moon,Ninetales,Ogerpon,Urshifu,Amoonguss,Ninetales,Baxcalibur,Urshifu,Heatran,Rillaboom,Cresselia
2,Armarouge,Indeedee,Torkoal,Scizor,Dusclops,Weezing,Weezing,Roaring Moon,Ninetales,Ogerpon,Urshifu,Amoonguss
2,Milotic,Iron Hands,Cresselia,Ogerpon,Flutter Mane,Gliscor,Weezing,Roaring Moon,Ninetales,Ogerpon,Urshifu,Amoonguss
2,Okidogi,Rotom,Tyranitar,Scizor,Gliscor,Tornadus,Grimmsnarl,Cresselia,Ursaluna,Torkoal,Annihilape,Enamorus
1,Arcanine,Okidogi,Ogerpon,Grimmsnarl,Landorus,Flutter Mane,Flutter Mane,Chi,Rillaboom,Landorus,Urshifu,Thundurus
2,Baxcalibur,Landorus,Flutter Mane,Heatran,Tornadus,Iron Hands,Dusclops,Ursaluna,Iron Hands,Chi,Ogerpon,Landorus
1,Tornadus,Ogerpon,Landorus,Farigiraf,Chien,Heatran,Rillaboom,Dragapult,Ninetales,Sandslash,Okidogi,Snorlax
1,Ogerpon,Rillaboom,Iron Hands,Cresselia,Ursaluna,Chien,Ogerpon,Ninetales,Flutter Mane,Chien,Amoonguss,Iron Hands
1,Ogerpon,Ninetales,Flutter Mane,Chien,Amoonguss,Iron Hands,Flutter Mane,Rillaboom,Heatran,Urshifu,Sylveon,Ursaluna
1,Heatran,Iron Bundle,Indeedee,Ninetales,Landorus,Urshifu,Iron Bundle,Iron Hands,Farigiraf,Tornadus,Urshifu,Ogerpon
1,Dragonite,Ogerpon,Rillaboom,Tornadus,Ursaluna,Cresselia,Armarouge,Torkoal,Lilligant,Cresselia,Indeedee,Ursaluna
2,Empoleon,Roaring Moon,Ogerpon,Iron Hands,Flutter Mane,Urshifu,Dragonite,Ogerpon,Rillaboom,Tornadus,Ursaluna,Cresselia
1,Dragonite,Ogerpon,Rillaboom,Tornadus,Ursaluna,Cresselia,Ogerpon,Urshifu,Cresselia,Landorus,Sylveon,Goodra
2,Tornadus,Iron Hands,Flutter Mane,Ogerpon,Milotic,Ursaluna,Dragonite,Ogerpon,Rillaboom,Tornadus,Ursaluna,Cresselia
1,Munkidori,Okidogi,Grimmsnarl,Ursaluna,Urshifu,Sinistcha,Dragonite,Ogerpon,Rillaboom,Tornadus,Ursaluna,Cresselia
1,Dragonite,Ogerpon,Rillaboom,Tornadus,Ursaluna,Cresselia,Flutter Mane,Chi,Sinistcha,Milotic,Iron Hands,Landorus
1,Dragonite,Ogerpon,Rillaboom,Tornadus,Ursaluna,Cresselia,Ogerpon,Rillaboom,Politoed,Chien,Thundurus,Urshifu
2,Ninetales,Iron Bundle,Heatran,Sandslash,Farigiraf,Iron Hands,Dragonite,Ogerpon,Rillaboom,Tornadus,Ursaluna,Cresselia
1,Dragonite,Ogerpon,Rillaboom,Tornadus,Ursaluna,Cresselia,Regidrago,Tornadus,Gholdengo,Urshifu,Rillaboom,Farigiraf
1,Dragonite,Ogerpon,Rillaboom,Tornadus,Ursaluna,Cresselia,Urshifu,Amoonguss,Ogerpon,Gholdengo,Fezandipiti,Tornadus
1,Dragonite,Ogerpon,Rillaboom,Tornadus,Ursaluna,Cresselia,Baxcalibur,Zapdos,Ninetales,Chien,Chi,Landorus
1,Dragonite,Chien,Ogerpon,Scizor,Ursaluna,Flutter Mane,Politoed,Urshifu,Tornadus,Ogerpon,Gholdengo,Iron Hands
2,Ursaluna,Rillaboom,Volcarona,Thundurus,Gyarados,Flutter Mane,Dragonite,Chien,Ogerpon,Scizor,Ursaluna,Flutter Mane
1,Ogerpon,Landorus,Grimmsnarl,Munkidori,Flutter Mane,Heatran,Dragonite,Chien,Ogerpon,Scizor,Ursaluna,Kommo
2,Chien,Ogerpon,Flutter Mane,Iron Hands,Urshifu,Pelipper,Cresselia,Ogerpon,Ursaluna,Ting,Dusclops,Magcargo
1,Arcanine,Rillaboom,Tornadus,Kommo,Dragonite,Chien,Flutter Mane,Chi,Arcanine,Amoonguss,Ogerpon,Iron Hands
1,Roaring Moon,Flutter Mane,Milotic,Landorus,Iron Hands,Ogerpon,Tornadus,Landorus,Iron Hands,Amoonguss,Flutter Mane,Chi
2,Rillaboom,Iron Hands,Ogerpon,Heatran,Arcanine,Clefairy,Ursaluna,Oranguru,Sneasler,Ceruledge,Iron Hands,Amoonguss
1,Delphox,Gyarados,Tornadus,Dipplin,Dragonite,Urshifu,Tornadus,Flutter Mane,Iron Hands,Chi,Regidrago,Amoonguss
2,Chi,Flutter Mane,Iron Hands,Tornadus,Gyarados,Amoonguss,Goodra,Braviary,Avalugg,Typhlosion,Sneasler,Electrode
2,Oranguru,Ursaluna,Sneasler,Ceruledge,Iron Hands,Grimmsnarl,Gholdengo,Scream Tail,Chi,Iron Hands,Rillaboom,Flutter Mane
2,Ursaluna,Oranguru,Sneasler,Ting,Ceruledge,Meowscarada,Tyranitar,Sinistcha,Ogerpon,Gyarados,Landorus,Iron Hands
2,Glastrier,Dusclops,Moltres,Regieleki,Milotic,Ceruledge,Ursaluna,Shiftry,Gyarados,Sinistcha,Tornadus,Iron Hands
1,Annihilape,Ogerpon,Maushold,Farigiraf,Ting,Fezandipiti,Sinistcha,Regidrago,Annihilape,Indeedee,Hatterene,Ursaluna
1,Snorlax,Urshifu,Iron Bundle,Ogerpon,Sinistcha,Farigiraf,Sinistcha,Snorlax,Urshifu,Indeedee,Hatterene,Ursaluna
2,Sinistcha,Snorlax,Urshifu,Indeedee,Hatterene,Ursaluna,Clefairy,Kommo,Sinistcha,Snorlax,Iron Hands,Landorus
2,Palafin,Politoed,Clefairy,Landorus,Rillaboom,Thundurus,Sinistcha,Snorlax,Urshifu,Indeedee,Hatterene,Ursaluna
1,Iron Hands,Flutter Mane,Chi,Tornadus,Amoonguss,Urshifu,Rillaboom,Fezandipiti,Heatran,Flutter Mane,Chien,Kingambit
2,Fezandipiti,Baxcalibur,Ninetales,Heatran,Landorus,Ogerpon,Rillaboom,Fezandipiti,Heatran,Flutter Mane,Chien,Kingambit
1,Roaring Moon,Wyrdeer,Abomasnow,Kleavor,Torkoal,Magnezone,Sinistcha,Tornadus,Basculegion,Rillaboom,Heatran,Ursaluna
2,Cleffa,Tatsugiri,Furret,Scizor,Perrserker,Dondozo,Ninetales,Umbreon,Glaceon,Meowscarada,Pichu,Ceruledge
1,Cleffa,Tatsugiri,Furret,Perrserker,Scizor,Dondozo,Kilowattrel,Garchomp,Weezing,Gardevoir,Chesnaught,Flareon
2,Sylveon,Oranguru,Cleffa,Houndstone,Tyranitar,Bruxish,Cleffa,Tatsugiri,Furret,Scizor,Perrserker,Dondozo
1,Numel,Oranguru,Ogerpon,Kommo,Iron Hands,Ursaluna,Torkoal,Lilligant,Flutter Mane,Ogerpon,Iron Hands,Urshifu
2,Rillaboom,Spectrier,Tornadus,Brambleghast,Heatran,Landorus,Hoothoot,Torkoal,Hatterene,Indeedee,Brute Bonnet,Greninja
1,Rillaboom,Heatran,Chien,Spectrier,Dragonite,Landorus,Tornadus,Farigiraf,Flutter Mane,Iron Hands,Ogerpon,Shiftry
2,Scream Tail,Sneasler,Sinistcha,Iron Hands,Landorus,Iron Bundle,Rillaboom,Heatran,Chien,Spectrier,Dragonite,Landorus
1,Arcanine,Rillaboom,Iron Hands,Flutter Mane,Ursaluna,Cresselia,Rillaboom,Heatran,Chien,Spectrier,Dragonite,Landorus
2,Regieleki,Indeedee,Armarouge,Breloom,Tatsugiri,Dondozo,Snorlax,Rillaboom,Fezandipiti,Clefairy,Ogerpon,Gholdengo
1,Arcanine,Kommo,Rillaboom,Flutter Mane,Iron Bundle,Tyranitar,Slowpoke,Ursaluna,Snorlax,Indeedee,Lilligant,Torkoal
1,Gastrodon,Arcanine,Urshifu,Zapdos,Landorus,Sylveon,Ninetales,Sandy Shocks,Flapple,Ogerpon,Chi,Rillaboom
2,Ambipom,Tornadus,Brambleghast,Munkidori,Okidogi,Ninetales,Jolteon,Chien,Urshifu,Espeon,Chi,Flutter Mane
2,Ninetales,Muk,Cresselia,Scovillain,Gyarados,Maushold,Lycanroc,Cresselia,Munchlax,Chandelure,Torkoal,Iron Hands
2,Lycanroc,Cresselia,Munchlax,Chandelure,Torkoal,Lilligant,Ogerpon,Sinistcha,Iron Hands,Landorus,Iron Bundle,Grimmsnarl
2,Cresselia,Ursaluna,Amoonguss,Ogerpon,Iron Hands,Roaring Moon,Lycanroc,Cresselia,Munchlax,Iron Hands,Ursaluna,Amoonguss
2,Lycanroc,Cresselia,Munchlax,Iron Hands,Ursaluna,Amoonguss,Kingambit,Chien,Iron Hands,Amoonguss,Landorus,Flutter Mane
2,Sinistcha,Garganacl,Slowpoke,Snorlax,Iron Hands,Heatran,Orthworm,Scizor,Rotom,Murkrow,Baxcalibur,Wyrdeer
2,Sinistcha,Garganacl,Slowpoke,Snorlax,Iron Hands,Heatran,Politoed,Urshifu,Chien,Ogerpon,Zapdos,Okidogi
1,Kricketune,Cresselia,Urshifu,Amoonguss,Ogerpon,Chien,Kommo,Flamigo,Sinistcha,Grimmsnarl,Enamorus,Landorus
1,Ursaring,Sableye,Sinistcha,Bellibolt,Oranguru,Ursaluna,Politoed,Gothitelle,Flutter Mane,Ogerpon,Overqwil,Iron Hands
2,Snorlax,Rillaboom,Fezandipiti,Sinistcha,Ogerpon,Torkoal,Urshifu,Rillaboom,Ogerpon,Chien,Tornadus,Landorus
2,Flamigo,Snorlax,Rillaboom,Fezandipiti,Sinistcha,Ogerpon,Torkoal,Lilligant,Flutter Mane,Ogerpon,Cresselia,Ursaluna
1,Ninetales,Amoonguss,Milotic,Landorus,Iron Bundle,Iron Hands,Flamigo,Snorlax,Rillaboom,Fezandipiti,Sinistcha,Chien
1,Tyranitar,Lycanroc,Gyarados,Iron Valiant,Murkrow,Dragonite,Talonflame,Dragapult,Scovillain,Glastrier,Oricorio,Volcarona
1,Tyranitar,Lycanroc,Gyarados,Iron Valiant,Murkrow,Dragonite,Talonflame,Dragapult,Scovillain,Glastrier,Oricorio,Volcarona
2,Chi,Iron Hands,Amoonguss,Landorus,Flutter Mane,Chien,Ogerpon,Landorus,Iron Hands,Heatran,Chien,Flutter Mane
2,Chi,Iron Hands,Amoonguss,Landorus,Flutter Mane,Chien,Ogerpon,Landorus,Iron Hands,Heatran,Chien,Flutter Mane
1,Chi,Iron Hands,Amoonguss,Landorus,Flutter Mane,Chien,Ursaluna,Cresselia,Urshifu,Chien,Arcanine,Iron Hands
2,Iron Bundle,Ogerpon,Landorus,Iron Hands,Urshifu,Rillaboom,Chi,Iron Hands,Amoonguss,Landorus,Flutter Mane,Chien
1,Chi,Iron Hands,Amoonguss,Landorus,Flutter Mane,Chien,Ninetales,Baxcalibur,Iron Bundle,Chi,Iron Hands,Landorus
1,Chi,Iron Hands,Amoonguss,Landorus,Flutter Mane,Chien,Ogerpon,Rillaboom,Landorus,Chien,Urshifu,Empoleon
2,Maushold,Chien,Tornadus,Flutter Mane,Urshifu,Pelipper,Chi,Iron Hands,Amoonguss,Landorus,Flutter Mane,Chien
1,Maushold,Chien,Tornadus,Flutter Mane,Urshifu,Pelipper,Chi,Iron Hands,Amoonguss,Landorus,Flutter Mane,Chien
2,Maushold,Chien,Tornadus,Flutter Mane,Urshifu,Pelipper,Chi,Iron Hands,Amoonguss,Landorus,Flutter Mane,Chien
1,Chi,Iron Hands,Amoonguss,Landorus,Flutter Mane,Chien,Cresselia,Ursaluna,Ninetales,Farigiraf,Ogerpon,Iron Bundle
1,Chi,Iron Hands,Amoonguss,Landorus,Flutter Mane,Chien,Cresselia,Ursaluna,Ninetales,Farigiraf,Ogerpon,Iron Bundle
2,Chi,Iron Hands,Amoonguss,Landorus,Flutter Mane,Chien,Cresselia,Ursaluna,Ninetales,Farigiraf,Ogerpon,Iron Bundle
1,Chi,Iron Hands,Amoonguss,Landorus,Flutter Mane,Chien,Roaring Moon,Iron Hands,Flutter Mane,Chi,Ogerpon,Gyarados
1,Chi,Iron Hands,Amoonguss,Landorus,Flutter Mane,Chien,Roaring Moon,Iron Hands,Flutter Mane,Chi,Ogerpon,Gyarados
2,Chi,Iron Hands,Amoonguss,Landorus,Flutter Mane,Chien,Roaring Moon,Iron Hands,Flutter Mane,Chi,Ogerpon,Gyarados
2,Landorus,Ogerpon,Urshifu,Tornadus,Gholdengo,Perrserker,Ogerpon,Iron Hands,Amoonguss,Landorus,Flutter Mane,Chien
1,Tornadus,Flutter Mane,Ogerpon,Landorus,Chien,Iron Hands,Ogerpon,Iron Hands,Amoonguss,Landorus,Flutter Mane,Chien
2,Ogerpon,Iron Hands,Landorus,Amoonguss,Flutter Mane,Tornadus,Ogerpon,Iron Hands,Amoonguss,Landorus,Flutter Mane,Chien
1,Ogerpon,Iron Hands,Amoonguss,Landorus,Flutter Mane,Chien,Ogerpon,Iron Hands,Landorus,Amoonguss,Flutter Mane,Tornadus
2,Ogerpon,Rillaboom,Heatran,Flutter Mane,Tornadus,Landorus,Ogerpon,Iron Hands,Amoonguss,Landorus,Flutter Mane,Rotom
2,Ogerpon,Rillaboom,Heatran,Flutter Mane,Tornadus,Landorus,Ogerpon,Iron Hands,Amoonguss,Landorus,Flutter Mane,Rotom
1,Flutter Mane,Chi,Tornadus,Iron Hands,Amoonguss,Landorus,Ogerpon,Iron Hands,Amoonguss,Landorus,Flutter Mane,Regieleki
2,Urshifu,Tornadus,Flutter Mane,Chi,Amoonguss,Iron Hands,Ogerpon,Iron Hands,Amoonguss,Landorus,Flutter Mane,Iron Valiant
1,Clodsire,Gholdengo,Amoonguss,Talonflame,Tornadus,Urshifu,Ogerpon,Urshifu,Flutter Mane,Landorus,Milotic,Tornadus
1,Cresselia,Flutter Mane,Ursaluna,Amoonguss,Ogerpon,Iron Hands,Clodsire,Gholdengo,Amoonguss,Arcanine,Tornadus,Urshifu
2,Golem,Pawmot,Morpeko,Pincurchin,Thundurus,Raichu,Fezandipiti,Gholdengo,Amoonguss,Arcanine,Tornadus,Urshifu
1,Kingambit,Farigiraf,Thundurus,Rillaboom,Urshifu,Chien,Arcanine,Chien,Dragapult,Farigiraf,Ursaluna,Ogerpon
2,Annihilape,Maushold,Flutter Mane,Chi,Thundurus,Urshifu,Arcanine,Chien,Dragapult,Farigiraf,Sinistcha,Ursaluna
2,Gholdengo,Chi,Scream Tail,Tornadus,Rillaboom,Iron Bundle,Arcanine,Chien,Dragapult,Farigiraf,Sinistcha,Ursaluna
1,Ninetales,Landorus,Heatran,Okidogi,Ogerpon,Rillaboom,Arcanine,Chien,Dragapult,Farigiraf,Sinistcha,Ursaluna
2,Goodra,Klefki,Sinistcha,Milotic,Skeledirge,Dipplin,Arcanine,Chien,Dragapult,Farigiraf,Sinistcha,Ursaluna
1,Arcanine,Chien,Dragapult,Farigiraf,Okidogi,Ursaluna,Heatran,Rillaboom,Flutter Mane,Milotic,Landorus,Tornadus
2,Zapdos,Flutter Mane,Tornadus,Rillaboom,Mamoswine,Gholdengo,Arcanine,Chien,Dragapult,Farigiraf,Okidogi,Ursaluna
1,Arcanine,Chien,Dragapult,Farigiraf,Okidogi,Ursaluna,Ogerpon,Flutter Mane,Landorus,Chien,Amoonguss,Iron Hands
1,Chien,Ogerpon,Flutter Mane,Dragonite,Rillaboom,Tornadus,Okidogi,Ogerpon,Chien,Grimmsnarl,Sinistcha,Ursaluna
1,Okidogi,Ogerpon,Chien,Grimmsnarl,Sinistcha,Ursaluna,Politoed,Barraskewda,Ogerpon,Ursaluna,Overqwil,Gliscor
2,Riolu,Lilligant,Urshifu,Ogerpon,Ting,Munkidori,Okidogi,Ogerpon,Chien,Grimmsnarl,Sinistcha,Ursaluna
2,Tornadus,Ogerpon,Rillaboom,Flutter Mane,Landorus,Heatran,Grimmsnarl,Sinistcha,Moltres,Iron Hands,Landorus,Ogerpon
1,Tornadus,Ogerpon,Rillaboom,Flutter Mane,Landorus,Heatran,Cresselia,Indeedee,Ursaluna,Iron Hands,Glastrier,Armarouge
2,Chien,Dragonite,Flutter Mane,Chi,Gothitelle,Amoonguss,Tornadus,Ogerpon,Rillaboom,Flutter Mane,Landorus,Heatran
1,Tornadus,Ogerpon,Rillaboom,Flutter Mane,Landorus,Heatran,Landorus,Shiftry,Tornadus,Flutter Mane,Ogerpon,Rillaboom
2,Tornadus,Ogerpon,Iron Bundle,Landorus,Clefairy,Kommo,Landorus,Ursaluna,Thundurus,Rillaboom,Heatran,Ogerpon
1,Tornadus,Flutter Mane,Ogerpon,Landorus,Urshifu,Ursaluna,Dondozo,Tatsugiri,Flutter Mane,Chien,Dragonite,Chi
1,Tornadus,Ursaluna,Iron Hands,Cresselia,Flutter Mane,Urshifu,Ursaluna,Sinistcha,Cresselia,Heatran,Amoonguss,Iron Hands
2,Ogerpon,Dragonite,Sableye,Chien,Tornadus,Flutter Mane,Tornadus,Ursaluna,Iron Hands,Cresselia,Flutter Mane,Urshifu
1,Corviknight,Ursaluna,Iron Hands,Cresselia,Flutter Mane,Urshifu,Ogerpon,Dondozo,Cetitan,Bellibolt,Enamorus,Ceruledge
2,Politoed,Vikavolt,Sinistcha,Ogerpon,Urshifu,Gastrodon,Gholdengo,Cresselia,Iron Hands,Ursaluna,Tornadus,Urshifu
1,Weezing,Roaring Moon,Ogerpon,Iron Hands,Flutter Mane,Arcanine,Annihilape,Clefairy,Ogerpon,Kommo,Sinistcha,Iron Hands
1,Weezing,Roaring Moon,Ogerpon,Iron Hands,Flutter Mane,Arcanine,Ninetales,Gliscor,Baxcalibur,Abomasnow,Tornadus,Iron Bundle
2,Ogerpon,Volcarona,Dusclops,Scizor,Roaring Moon,Slaking,Weezing,Roaring Moon,Ogerpon,Iron Hands,Flutter Mane,Arcanine
2,Tornadus,Gholdengo,Regidrago,Arcanine,Rillaboom,Urshifu,Weezing,Roaring Moon,Ogerpon,Iron Hands,Flutter Mane,Arcanine
2,Trevenant,Torkoal,Ursaluna,Iron Hands,Farigiraf,Empoleon,Kommo,Tyranitar,Arcanine,Gholdengo,Tornadus,Grimmsnarl
1,Kommo,Tyranitar,Arcanine,Gholdengo,Tornadus,Grimmsnarl,Empoleon,Ogerpon,Sinistcha,Flutter Mane,Landorus,Iron Hands
2,Toedscruel,Weezing,Sableye,Gothitelle,Gliscor,Garganacl,Kommo,Tyranitar,Arcanine,Gholdengo,Tornadus,Grimmsnarl
2,Gholdengo,Ogerpon,Tornadus,Iron Hands,Arcanine,Iron Bundle,Iron Hands,Clefairy,Empoleon,Gholdengo,Roaring Moon,Sinistcha
1,Torkoal,Flutter Mane,Ogerpon,Dusclops,Ursaluna,Tornadus,Flutter Mane,Landorus,Tornadus,Amoonguss,Chi,Ogerpon
1,Urshifu,Ogerpon,Tornadus,Gholdengo,Rillaboom,Chien,Chien,Dragonite,Iron Hands,Cresselia,Ursaluna,Ogerpon
2,Urshifu,Ogerpon,Tornadus,Gholdengo,Rillaboom,Chien,Chien,Dragonite,Iron Hands,Cresselia,Ursaluna,Ogerpon
1,Urshifu,Ogerpon,Tornadus,Gholdengo,Rillaboom,Chien,Chien,Dragonite,Iron Hands,Cresselia,Ursaluna,Ogerpon
2,Dragonite,Flutter Mane,Chien,Iron Hands,Heatran,Goodra,Gliscor,Vikavolt,Sinistcha,Skeledirge,Poliwrath,Hariyama
2,Dragonite,Flutter Mane,Chien,Iron Hands,Heatran,Goodra,Dipplin,Iron Bundle,Landorus,Iron Hands,Farigiraf,Chi
2,Dragonite,Flutter Mane,Chien,Iron Hands,Heatran,Goodra,Sinistcha,Arcanine,Landorus,Garchomp,Hippowdon,Flutter Mane
1,Farigiraf,Arcanine,Iron Hands,Chien,Urshifu,Tornadus,Sneasler,Milotic,Ogerpon,Annihilape,Roaring Moon,Sableye
2,Farigiraf,Ursaluna,Arcanine,Iron Hands,Chien,Urshifu,Rillaboom,Farigiraf,Urshifu,Ursaluna,Arcanine,Iron Hands
2,Ambipom,Chien,Flutter Mane,Torkoal,Chi,Tornadus,Cresselia,Landorus,Ogerpon,Heatran,Ursaluna,Okidogi
2,Salamence,Heatran,Torterra,Iron Bundle,Iron Hands,Cresselia,Ursaluna,Goodra,Cresselia,Rillaboom,Arcanine,Flutter Mane
1,Salamence,Heatran,Torterra,Iron Bundle,Iron Hands,Cresselia,Ursaluna,Goodra,Cresselia,Rillaboom,Arcanine,Flutter Mane
2,Sinistcha,Heatran,Landorus,Iron Bundle,Iron Hands,Cresselia,Ursaluna,Goodra,Cresselia,Rillaboom,Arcanine,Flutter Mane
1,Dondozo,Tatsugiri,Volcarona,Kingambit,Arcanine,Chien,Torterra,Urshifu,Flutter Mane,Kingambit,Tornadus,Iron Hands
1,Iron Hands,Tornadus,Ogerpon,Typhlosion,Annihilape,Landorus,Iron Hands,Cresselia,Sinistcha,Ursaluna,Enamorus,Oranguru
1,Iron Hands,Tornadus,Ogerpon,Typhlosion,Grimmsnarl,Landorus,Ninetales,Flutter Mane,Baxcalibur,Tornadus,Sinistcha,Okidogi
2,Urshifu,Dragonite,Flutter Mane,Chien,Landorus,Ogerpon,Okidogi,Wyrdeer,Zapdos,Articuno,Weezing,Farigiraf
1,Okidogi,Wyrdeer,Zapdos,Articuno,Weezing,Farigiraf,Chien,Ogerpon,Iron Hands,Landorus,Amoonguss,Dragonite
2,Scream Tail,Urshifu,Farigiraf,Iron Hands,Sableye,Sinistcha,Moltres,Rillaboom,Tornadus,Landorus,Sinistcha,Grimmsnarl
1,Grimmsnarl,Kommo,Tornadus,Espeon,Moltres,Sinistcha,Chi,Dusclops,Ursaluna,Iron Hands,Landorus,Ogerpon
1,Chi,Flutter Mane,Illumise,Iron Hands,Typhlosion,Milotic,Iron Hands,Amoonguss,Flutter Mane,Landorus,Iron Bundle,Ogerpon
1,Chi,Flutter Mane,Illumise,Iron Hands,Typhlosion,Milotic,Ogerpon,Landorus,Flutter Mane,Chien,Iron Hands,Sinistcha
1,Ursaluna,Ninetales,Urshifu,Oranguru,Rillaboom,Glastrier,Ogerpon,Glastrier,Articuno,Iron Hands,Sinistcha,Ninetales
2,Ogerpon,Volcarona,Gothitelle,Amoonguss,Iron Hands,Landorus,Ursaluna,Ninetales,Urshifu,Oranguru,Rillaboom,Glastrier
2,Heracross,Flutter Mane,Amoonguss,Tornadus,Indeedee,Arcanine,Ursaluna,Ninetales,Urshifu,Oranguru,Rillaboom,Glastrier
1,Ursaluna,Urshifu,Oranguru,Empoleon,Rillaboom,Landorus,Ninetales,Cetitan,Ogerpon,Mimikyu,Ursaluna,Rillaboom
1,Ursaluna,Urshifu,Oranguru,Milotic,Rillaboom,Landorus,Iron Hands,Amoonguss,Gyarados,Ursaluna,Cresselia,Ogerpon
2,Annihilape,Basculegion,Politoed,Landorus,Bellibolt,Torkoal,Ursaluna,Okidogi,Wyrdeer,Milotic,Rillaboom,Landorus
